,GP_name,quali_pos,driver,age_at_gp_in_days,position,driver_confidence,active_driver
1602,Circuit de Barcelona-Catalunya,10,Lando Norris,7120,11,0.916666667,1
1611,Circuit de Barcelona-Catalunya,3,Sebastian Vettel,10173,3,0.955,1
1612,Circuit de Barcelona-Catalunya,6,Sebastian Vettel,10544,6,0.955,1
1613,Circuit de Barcelona-Catalunya,2,Sebastian Vettel,10908,2,0.955,1
1614,Circuit de Barcelona-Catalunya,3,Sebastian Vettel,11272,3,0.955,1
1615,Circuit de Barcelona-Catalunya,3,Sebastian Vettel,11636,3,0.955,1
1619,Circuit de Barcelona-Catalunya,6,Kimi Räikkönen,12625,6,0.944099379,1
1620,Circuit de Barcelona-Catalunya,7,Kimi Räikkönen,12989,7,0.944099379,1
1621,Circuit de Barcelona-Catalunya,5,Kimi Räikkönen,13360,5,0.944099379,1
1622,Circuit de Barcelona-Catalunya,4,Kimi Räikkönen,13724,4,0.944099379,1
1623,Circuit de Barcelona-Catalunya,4,Kimi Räikkönen,14088,4,0.944099379,1
1644,Circuit de Barcelona-Catalunya,5,Charles Leclerc,7878,5,0.844444444,1
1712,Circuit de Barcelona-Catalunya,2,Lewis Hamilton,10352,2,0.945273632,1
1713,Circuit de Barcelona-Catalunya,1,Lewis Hamilton,10716,1,0.945273632,1
1714,Circuit de Barcelona-Catalunya,2,Lewis Hamilton,11080,2,0.945273632,1
1715,Circuit de Barcelona-Catalunya,1,Lewis Hamilton,11451,1,0.945273632,1
1716,Circuit de Barcelona-Catalunya,1,Lewis Hamilton,11815,1,0.945273632,1
1717,Circuit de Barcelona-Catalunya,1,Lewis Hamilton,12179,1,0.945273632,1
1718,Circuit de Barcelona-Catalunya,2,Lewis Hamilton,12543,2,0.945273632,1
1722,Circuit de Barcelona-Catalunya,3,Valtteri Bottas,10121,3,0.965034965,1
1723,Circuit de Barcelona-Catalunya,2,Valtteri Bottas,10485,2,0.965034965,1
1724,Circuit de Barcelona-Catalunya,1,Valtteri Bottas,10849,1,0.965034965,1
1737,Circuit de Barcelona-Catalunya,15,Daniel Ricciardo,8352,16,0.942196532,1
1738,Circuit de Barcelona-Catalunya,11,Daniel Ricciardo,8716,11,0.942196532,1
1742,Circuit de Barcelona-Catalunya,12,Daniil Kvyat,7320,13,0.917525773,1
1743,Circuit de Barcelona-Catalunya,13,Daniil Kvyat,8055,13,0.917525773,1
1744,Circuit de Barcelona-Catalunya,19,Daniil Kvyat,8419,20,0.917525773,1
1745,Circuit de Barcelona-Catalunya,9,Daniil Kvyat,9147,9,0.917525773,1
1746,Circuit de Barcelona-Catalunya,5,Carlos Sainz,7556,5,0.903846154,1
1747,Circuit de Barcelona-Catalunya,8,Carlos Sainz,7927,8,0.903846154,1
1748,Circuit de Barcelona-Catalunya,12,Carlos Sainz,8291,12,0.903846154,1
1749,Circuit de Barcelona-Catalunya,6,Max Verstappen,6431,6,0.914285714,1
1750,Circuit de Barcelona-Catalunya,12,Pierre Gasly,8131,12,0.93877551,1
1752,Circuit de Barcelona-Catalunya,11,Alexander Albon,8450,12,0.956521739,1
1768,Circuit de Barcelona-Catalunya,11,Sergio Pérez,8871,12,0.933333333,1
1769,Circuit de Barcelona-Catalunya,18,Sergio Pérez,9235,18,0.933333333,1
1770,Circuit de Barcelona-Catalunya,9,Sergio Pérez,9606,9,0.933333333,1
1771,Circuit de Barcelona-Catalunya,8,Sergio Pérez,9970,8,0.933333333,1
1772,Circuit de Barcelona-Catalunya,15,Sergio Pérez,10334,15,0.933333333,1
1773,Circuit de Barcelona-Catalunya,10,Esteban Ocon,7544,10,0.923076923,1
1774,Circuit de Barcelona-Catalunya,13,Esteban Ocon,7908,13,0.923076923,1
1796,Circuit de Barcelona-Catalunya,12,Sergio Pérez,7786,12,0.933333333,1
1797,Circuit de Barcelona-Catalunya,5,Sergio Pérez,8143,6,0.933333333,1
1807,Circuit de Barcelona-Catalunya,14,Charles Leclerc,7514,14,0.844444444,1
1824,Circuit de Barcelona-Catalunya,2,Sebastian Vettel,8346,2,0.955,1
1825,Circuit de Barcelona-Catalunya,2,Sebastian Vettel,8724,2,0.955,1
1826,Circuit de Barcelona-Catalunya,7,Sebastian Vettel,9081,8,0.955,1
1827,Circuit de Barcelona-Catalunya,3,Sebastian Vettel,9445,3,0.955,1
1828,Circuit de Barcelona-Catalunya,15,Sebastian Vettel,9809,10,0.955,1
1835,Circuit de Barcelona-Catalunya,3,Daniel Ricciardo,9080,3,0.942196532,1
1836,Circuit de Barcelona-Catalunya,10,Daniel Ricciardo,9444,10,0.942196532,1
1837,Circuit de Barcelona-Catalunya,3,Daniel Ricciardo,9815,3,0.942196532,1
1838,Circuit de Barcelona-Catalunya,6,Daniel Ricciardo,10179,6,0.942196532,1
1839,Circuit de Barcelona-Catalunya,6,Daniel Ricciardo,10543,6,0.942196532,1
1840,Circuit de Barcelona-Catalunya,8,Daniil Kvyat,7684,8,0.917525773,1
1841,Circuit de Barcelona-Catalunya,4,Max Verstappen,6802,4,0.914285714,1
1842,Circuit de Barcelona-Catalunya,5,Max Verstappen,7166,5,0.914285714,1
1843,Circuit de Barcelona-Catalunya,5,Max Verstappen,7530,5,0.914285714,1
1844,Circuit de Barcelona-Catalunya,4,Max Verstappen,7894,4,0.914285714,1
1845,Circuit de Barcelona-Catalunya,6,Pierre Gasly,8495,6,0.93877551,1
1850,Circuit de Barcelona-Catalunya,4,Kimi Räikkönen,11897,5,0.944099379,1
1851,Circuit de Barcelona-Catalunya,4,Kimi Räikkönen,12261,4,0.944099379,1
1852,Circuit de Barcelona-Catalunya,3,Romain Grosjean,9523,4,0.851851852,1
1853,Circuit de Barcelona-Catalunya,6,Romain Grosjean,9887,7,0.851851852,1
1854,Circuit de Barcelona-Catalunya,5,Romain Grosjean,10251,5,0.851851852,1
1855,Circuit de Barcelona-Catalunya,11,Romain Grosjean,10615,11,0.851851852,1
1858,Circuit de Barcelona-Catalunya,14,Kimi Räikkönen,14452,14,0.944099379,1
1859,Circuit de Barcelona-Catalunya,18,Antonio Giovinazzi,9280,18,0.88,1
1866,Circuit de Barcelona-Catalunya,14,Romain Grosjean,10986,14,0.851851852,1
1867,Circuit de Barcelona-Catalunya,14,Romain Grosjean,11350,14,0.851851852,1
1868,Circuit de Barcelona-Catalunya,10,Romain Grosjean,11714,10,0.851851852,1
1869,Circuit de Barcelona-Catalunya,7,Romain Grosjean,12078,7,0.851851852,1
1871,Circuit de Barcelona-Catalunya,11,Kevin Magnussen,8987,11,0.952380952,1
1872,Circuit de Barcelona-Catalunya,7,Kevin Magnussen,9351,7,0.952380952,1
1873,Circuit de Barcelona-Catalunya,8,Kevin Magnussen,9715,8,0.952380952,1
1923,Circuit de Barcelona-Catalunya,15,Sergio Pérez,10698,15,0.933333333,1
1924,Circuit de Barcelona-Catalunya,16,Lance Stroll,7500,17,0.923076923,1
1962,Circuit de Monaco,6,Daniel Ricciardo,10921,7,0.942196532,1
1963,Circuit de Monaco,16,Kevin Magnussen,8637,16,0.952380952,1
1964,Circuit de Monaco,8,Carlos Sainz,8669,8,0.903846154,1
2005,Circuit de Monaco,14,Valtteri Bottas,8672,14,0.965034965,1
2006,Circuit de Monaco,13,Valtteri Bottas,9036,13,0.965034965,1
2007,Circuit de Monaco,16,Valtteri Bottas,9400,17,0.965034965,1
2008,Circuit de Monaco,10,Valtteri Bottas,9771,11,0.965034965,1
2009,Circuit de Monaco,17,Lance Stroll,6786,18,0.923076923,1
2010,Circuit de Monaco,17,Lance Stroll,7150,18,0.923076923,1
2012,Circuit de Monaco,19,George Russell,7770,19,0.958333333,1
2034,Circuit de Monaco,5,Lewis Hamilton,9260,5,0.945273632,1
2035,Circuit de Monaco,9,Lewis Hamilton,9638,7,0.945273632,1
2036,Circuit de Monaco,3,Lewis Hamilton,10002,4,0.945273632,1
2047,Circuit de Monaco,7,Sergio Pérez,8521,7,0.933333333,1
2048,Circuit de Monaco,8,Kevin Magnussen,7902,8,0.952380952,1
2049,Circuit de Monaco,9,Carlos Sainz,9033,9,0.903846154,1
2052,Circuit de Monaco,12,Lando Norris,7134,12,0.916666667,1
2061,Circuit de Monaco,3,Sebastian Vettel,10187,3,0.955,1
2062,Circuit de Monaco,4,Sebastian Vettel,10558,4,0.955,1
2063,Circuit de Monaco,2,Sebastian Vettel,10922,2,0.955,1
2064,Circuit de Monaco,2,Sebastian Vettel,11286,2,0.955,1
2065,Circuit de Monaco,4,Sebastian Vettel,11650,4,0.955,1
2069,Circuit de Monaco,6,Kimi Räikkönen,12639,6,0.944099379,1
2070,Circuit de Monaco,6,Kimi Räikkönen,13003,6,0.944099379,1
2071,Circuit de Monaco,11,Kimi Räikkönen,13374,6,0.944099379,1
2072,Circuit de Monaco,1,Kimi Räikkönen,13738,1,0.944099379,1
2073,Circuit de Monaco,4,Kimi Räikkönen,14102,4,0.944099379,1
2092,Circuit de Monaco,15,Charles Leclerc,7892,16,0.844444444,1
2156,Circuit de Monaco,2,Lewis Hamilton,10366,2,0.945273632,1
2157,Circuit de Monaco,2,Lewis Hamilton,10730,2,0.945273632,1
2158,Circuit de Monaco,1,Lewis Hamilton,11094,1,0.945273632,1
2159,Circuit de Monaco,3,Lewis Hamilton,11465,3,0.945273632,1
2160,Circuit de Monaco,13,Lewis Hamilton,11829,14,0.945273632,1
2161,Circuit de Monaco,3,Lewis Hamilton,12193,3,0.945273632,1
2162,Circuit de Monaco,1,Lewis Hamilton,12557,1,0.945273632,1
2166,Circuit de Monaco,3,Valtteri Bottas,10135,3,0.965034965,1
2167,Circuit de Monaco,5,Valtteri Bottas,10499,5,0.965034965,1
2168,Circuit de Monaco,2,Valtteri Bottas,10863,2,0.965034965,1
2181,Circuit de Monaco,15,Daniel Ricciardo,8366,16,0.942196532,1
2182,Circuit de Monaco,12,Daniel Ricciardo,8730,12,0.942196532,1
2186,Circuit de Monaco,9,Daniil Kvyat,7334,9,0.917525773,1
2187,Circuit de Monaco,8,Daniil Kvyat,8069,9,0.917525773,1
2188,Circuit de Monaco,9,Daniil Kvyat,8433,11,0.917525773,1
2189,Circuit de Monaco,7,Daniil Kvyat,9161,8,0.917525773,1
2190,Circuit de Monaco,0,Carlos Sainz,7570,8,0.903846154,1
2191,Circuit de Monaco,6,Carlos Sainz,7941,7,0.903846154,1
2192,Circuit de Monaco,6,Carlos Sainz,8305,6,0.903846154,1
2193,Circuit de Monaco,9,Max Verstappen,6445,10,0.914285714,1
2194,Circuit de Monaco,10,Pierre Gasly,8145,10,0.93877551,1
2196,Circuit de Monaco,10,Alexander Albon,8464,10,0.956521739,1
2212,Circuit de Monaco,10,Sergio Pérez,8885,10,0.933333333,1
2213,Circuit de Monaco,7,Sergio Pérez,9249,7,0.933333333,1
2214,Circuit de Monaco,7,Sergio Pérez,9620,8,0.933333333,1
2215,Circuit de Monaco,7,Sergio Pérez,9984,7,0.933333333,1
2216,Circuit de Monaco,9,Sergio Pérez,10348,9,0.933333333,1
2217,Circuit de Monaco,15,Esteban Ocon,7558,16,0.923076923,1
2218,Circuit de Monaco,6,Esteban Ocon,7922,6,0.923076923,1
2239,Circuit de Monaco,0,Sergio Pérez,7793,10,0.933333333,1
2249,Circuit de Monaco,14,Charles Leclerc,7528,14,0.844444444,1
2266,Circuit de Monaco,3,Sebastian Vettel,8353,3,0.955,1
2267,Circuit de Monaco,1,Sebastian Vettel,8731,1,0.955,1
2268,Circuit de Monaco,9,Sebastian Vettel,9095,10,0.955,1
2269,Circuit de Monaco,3,Sebastian Vettel,9459,3,0.955,1
2270,Circuit de Monaco,4,Sebastian Vettel,9823,4,0.955,1
2277,Circuit de Monaco,3,Daniel Ricciardo,9094,3,0.942196532,1
2278,Circuit de Monaco,4,Daniel Ricciardo,9458,4,0.942196532,1
2279,Circuit de Monaco,1,Daniel Ricciardo,9829,1,0.942196532,1
2280,Circuit de Monaco,5,Daniel Ricciardo,10193,5,0.942196532,1
2281,Circuit de Monaco,1,Daniel Ricciardo,10557,1,0.942196532,1
2282,Circuit de Monaco,5,Daniil Kvyat,7698,5,0.917525773,1
2283,Circuit de Monaco,0,Max Verstappen,6816,21,0.914285714,1
2284,Circuit de Monaco,4,Max Verstappen,7180,4,0.914285714,1
2285,Circuit de Monaco,20,Max Verstappen,7544,20,0.914285714,1
2286,Circuit de Monaco,3,Max Verstappen,7908,3,0.914285714,1
2287,Circuit de Monaco,8,Pierre Gasly,8509,5,0.93877551,1
2292,Circuit de Monaco,8,Kimi Räikkönen,11911,8,0.944099379,1
2293,Circuit de Monaco,5,Kimi Räikkönen,12275,5,0.944099379,1
2294,Circuit de Monaco,4,Romain Grosjean,9537,5,0.851851852,1
2295,Circuit de Monaco,13,Romain Grosjean,9901,13,0.851851852,1
2296,Circuit de Monaco,14,Romain Grosjean,10265,14,0.851851852,1
2297,Circuit de Monaco,15,Romain Grosjean,10629,11,0.851851852,1
2300,Circuit de Monaco,14,Kimi Räikkönen,14466,14,0.944099379,1
2301,Circuit de Monaco,18,Antonio Giovinazzi,9294,15,0.88,1
2308,Circuit de Monaco,15,Romain Grosjean,11000,15,0.851851852,1
2309,Circuit de Monaco,8,Romain Grosjean,11364,8,0.851851852,1
2310,Circuit de Monaco,18,Romain Grosjean,11728,15,0.851851852,1
2311,Circuit de Monaco,13,Romain Grosjean,12092,13,0.851851852,1
2313,Circuit de Monaco,11,Kevin Magnussen,9001,13,0.952380952,1
2314,Circuit de Monaco,19,Kevin Magnussen,9365,19,0.952380952,1
2315,Circuit de Monaco,5,Kevin Magnussen,9729,6,0.952380952,1
2352,Circuit de Monaco,16,Sergio Pérez,10712,17,0.933333333,1
2353,Circuit de Monaco,17,Lance Stroll,7514,18,0.923076923,1
2406,Istanbul Park,2,Lewis Hamilton,9274,2,0.945273632,1
2407,Istanbul Park,4,Lewis Hamilton,9617,4,0.945273632,1
2476,Istanbul Park,15,Sergio Pérez,7772,15,0.933333333,1
2491,Istanbul Park,3,Sebastian Vettel,8367,3,0.955,1
2492,Istanbul Park,1,Sebastian Vettel,8710,1,0.955,1
2546,Silverstone Circuit,7,Daniel Ricciardo,10970,7,0.942196532,1
2547,Silverstone Circuit,16,Kevin Magnussen,8679,16,0.952380952,1
2548,Silverstone Circuit,16,Carlos Sainz,8711,16,0.903846154,1
2597,Silverstone Circuit,16,Valtteri Bottas,8707,17,0.965034965,1
2598,Silverstone Circuit,14,Valtteri Bottas,9078,17,0.965034965,1
2599,Silverstone Circuit,4,Valtteri Bottas,9442,4,0.965034965,1
2600,Silverstone Circuit,6,Valtteri Bottas,9813,7,0.965034965,1
2601,Silverstone Circuit,15,Lance Stroll,6835,16,0.923076923,1
2602,Silverstone Circuit,19,Lance Stroll,7192,19,0.923076923,1
2604,Silverstone Circuit,19,George Russell,7819,19,0.958333333,1
2626,Silverstone Circuit,4,Lewis Hamilton,9316,4,0.945273632,1
2627,Silverstone Circuit,10,Lewis Hamilton,9680,10,0.945273632,1
2628,Silverstone Circuit,8,Lewis Hamilton,10044,8,0.945273632,1
2643,Silverstone Circuit,13,Sergio Pérez,8556,14,0.933333333,1
2644,Silverstone Circuit,5,Kevin Magnussen,7944,5,0.952380952,1
2645,Silverstone Circuit,13,Carlos Sainz,9082,13,0.903846154,1
2648,Silverstone Circuit,8,Lando Norris,7183,8,0.916666667,1
2658,Silverstone Circuit,6,Sebastian Vettel,10229,6,0.955,1
2659,Silverstone Circuit,11,Sebastian Vettel,10600,6,0.955,1
2660,Silverstone Circuit,3,Sebastian Vettel,10971,3,0.955,1
2661,Silverstone Circuit,2,Sebastian Vettel,11328,2,0.955,1
2662,Silverstone Circuit,6,Sebastian Vettel,11699,6,0.955,1
2666,Silverstone Circuit,18,Kimi Räikkönen,12681,20,0.944099379,1
2667,Silverstone Circuit,5,Kimi Räikkönen,13045,5,0.944099379,1
2668,Silverstone Circuit,5,Kimi Räikkönen,13416,5,0.944099379,1
2669,Silverstone Circuit,2,Kimi Räikkönen,13787,2,0.944099379,1
2670,Silverstone Circuit,3,Kimi Räikkönen,14144,3,0.944099379,1
2692,Silverstone Circuit,3,Charles Leclerc,7941,3,0.844444444,1
2770,Silverstone Circuit,1,Lewis Hamilton,10401,1,0.945273632,1
2771,Silverstone Circuit,6,Lewis Hamilton,10772,6,0.945273632,1
2772,Silverstone Circuit,1,Lewis Hamilton,11136,1,0.945273632,1
2773,Silverstone Circuit,1,Lewis Hamilton,11507,1,0.945273632,1
2774,Silverstone Circuit,1,Lewis Hamilton,11878,1,0.945273632,1
2775,Silverstone Circuit,1,Lewis Hamilton,12235,1,0.945273632,1
2776,Silverstone Circuit,2,Lewis Hamilton,12606,2,0.945273632,1
2780,Silverstone Circuit,9,Valtteri Bottas,10184,4,0.965034965,1
2781,Silverstone Circuit,4,Valtteri Bottas,10541,4,0.965034965,1
2782,Silverstone Circuit,1,Valtteri Bottas,10912,1,0.965034965,1
2795,Silverstone Circuit,12,Daniel Ricciardo,8408,14,0.942196532,1
2796,Silverstone Circuit,5,Daniel Ricciardo,8765,6,0.942196532,1
2800,Silverstone Circuit,9,Daniil Kvyat,7376,9,0.917525773,1
2801,Silverstone Circuit,15,Daniil Kvyat,8111,15,0.917525773,1
2802,Silverstone Circuit,12,Daniil Kvyat,8482,12,0.917525773,1
2803,Silverstone Circuit,17,Daniil Kvyat,9210,17,0.917525773,1
2804,Silverstone Circuit,8,Carlos Sainz,7612,8,0.903846154,1
2805,Silverstone Circuit,7,Carlos Sainz,7983,8,0.903846154,1
2806,Silverstone Circuit,13,Carlos Sainz,8354,14,0.903846154,1
2807,Silverstone Circuit,13,Max Verstappen,6487,13,0.914285714,1
2808,Silverstone Circuit,14,Pierre Gasly,8187,14,0.93877551,1
2810,Silverstone Circuit,9,Alexander Albon,8513,9,0.956521739,1
2826,Silverstone Circuit,7,Sergio Pérez,8927,7,0.933333333,1
2827,Silverstone Circuit,11,Sergio Pérez,9291,11,0.933333333,1
2828,Silverstone Circuit,10,Sergio Pérez,9662,11,0.933333333,1
2829,Silverstone Circuit,6,Sergio Pérez,10033,7,0.933333333,1
2830,Silverstone Circuit,12,Sergio Pérez,10390,12,0.933333333,1
2831,Silverstone Circuit,7,Esteban Ocon,7607,8,0.923076923,1
2832,Silverstone Circuit,10,Esteban Ocon,7964,10,0.923076923,1
2857,Silverstone Circuit,12,Sergio Pérez,7835,12,0.933333333,1
2858,Silverstone Circuit,15,Sergio Pérez,8199,17,0.933333333,1
2867,Silverstone Circuit,9,Charles Leclerc,7570,9,0.844444444,1
2884,Silverstone Circuit,1,Sebastian Vettel,8409,1,0.955,1
2885,Silverstone Circuit,2,Sebastian Vettel,8773,2,0.955,1
2886,Silverstone Circuit,4,Sebastian Vettel,9137,4,0.955,1
2887,Silverstone Circuit,3,Sebastian Vettel,9494,3,0.955,1
2888,Silverstone Circuit,2,Sebastian Vettel,9865,2,0.955,1
2895,Silverstone Circuit,8,Daniel Ricciardo,9136,8,0.942196532,1
2896,Silverstone Circuit,10,Daniel Ricciardo,9500,10,0.942196532,1
2897,Silverstone Circuit,4,Daniel Ricciardo,9871,4,0.942196532,1
2898,Silverstone Circuit,19,Daniel Ricciardo,10242,20,0.942196532,1
2899,Silverstone Circuit,6,Daniel Ricciardo,10599,6,0.942196532,1
2900,Silverstone Circuit,7,Daniil Kvyat,7740,7,0.917525773,1
2901,Silverstone Circuit,3,Max Verstappen,6858,3,0.914285714,1
2902,Silverstone Circuit,4,Max Verstappen,7229,5,0.914285714,1
2903,Silverstone Circuit,5,Max Verstappen,7586,5,0.914285714,1
2904,Silverstone Circuit,4,Max Verstappen,7957,4,0.914285714,1
2905,Silverstone Circuit,5,Pierre Gasly,8558,5,0.93877551,1
2912,Silverstone Circuit,6,Kimi Räikkönen,11953,6,0.944099379,1
2913,Silverstone Circuit,8,Kimi Räikkönen,12310,9,0.944099379,1
2914,Silverstone Circuit,9,Romain Grosjean,9579,10,0.851851852,1
2915,Silverstone Circuit,7,Romain Grosjean,9936,8,0.851851852,1
2916,Silverstone Circuit,11,Romain Grosjean,10307,11,0.851851852,1
2917,Silverstone Circuit,12,Romain Grosjean,10671,12,0.851851852,1
2920,Silverstone Circuit,12,Kimi Räikkönen,14515,12,0.944099379,1
2921,Silverstone Circuit,11,Antonio Giovinazzi,9343,11,0.88,1
2928,Silverstone Circuit,13,Romain Grosjean,11042,13,0.851851852,1
2929,Silverstone Circuit,10,Romain Grosjean,11413,10,0.851851852,1
2930,Silverstone Circuit,8,Romain Grosjean,11770,8,0.851851852,1
2931,Silverstone Circuit,14,Romain Grosjean,12141,14,0.851851852,1
2933,Silverstone Circuit,16,Kevin Magnussen,9050,17,0.952380952,1
2934,Silverstone Circuit,7,Kevin Magnussen,9407,7,0.952380952,1
2935,Silverstone Circuit,16,Kevin Magnussen,9778,16,0.952380952,1
2943,Silverstone Circuit,24,Daniel Ricciardo,8044,24,0.942196532,1
2980,Silverstone Circuit,15,Sergio Pérez,10761,15,0.933333333,1
2981,Silverstone Circuit,18,Lance Stroll,7563,18,0.923076923,1
3035,Nürburgring,17,Valtteri Bottas,8714,17,0.965034965,1
3046,Nürburgring,2,Lewis Hamilton,9694,2,0.945273632,1
3055,Nürburgring,13,Sergio Pérez,8563,13,0.933333333,1
3116,Nürburgring,1,Lewis Hamilton,10408,1,0.945273632,1
3126,Nürburgring,6,Daniel Ricciardo,8772,6,0.942196532,1
3148,Nürburgring,15,Sergio Pérez,7849,15,0.933333333,1
3161,Nürburgring,3,Sebastian Vettel,8787,3,0.955,1
3162,Nürburgring,2,Sebastian Vettel,9501,2,0.955,1
3172,Nürburgring,4,Kimi Räikkönen,12317,4,0.944099379,1
3173,Nürburgring,5,Romain Grosjean,9943,5,0.851851852,1
3179,Nürburgring,22,Daniel Ricciardo,8058,24,0.942196532,1
3235,Hungaroring,20,Daniel Ricciardo,10991,18,0.942196532,1
3236,Hungaroring,11,Daniel Ricciardo,11341,11,0.942196532,1
3237,Hungaroring,19,Kevin Magnussen,8693,19,0.952380952,1
3238,Hungaroring,5,Carlos Sainz,8732,5,0.903846154,1
3241,Hungaroring,14,Esteban Ocon,8706,14,0.923076923,1
3276,Hungaroring,16,Valtteri Bottas,8735,16,0.965034965,1
3277,Hungaroring,3,Valtteri Bottas,9099,3,0.965034965,1
3278,Hungaroring,6,Valtteri Bottas,9463,6,0.965034965,1
3279,Hungaroring,10,Valtteri Bottas,9827,10,0.965034965,1
3280,Hungaroring,17,Lance Stroll,6849,17,0.923076923,1
3281,Hungaroring,15,Lance Stroll,7213,15,0.923076923,1
3283,Hungaroring,15,George Russell,7840,16,0.958333333,1
3284,Hungaroring,12,George Russell,8190,12,0.958333333,1
3285,Hungaroring,15,Nicholas Latifi,9152,15,1,1
3307,Hungaroring,5,Lewis Hamilton,9337,5,0.945273632,1
3308,Hungaroring,2,Lewis Hamilton,9701,2,0.945273632,1
3309,Hungaroring,1,Lewis Hamilton,10065,1,0.945273632,1
3318,Hungaroring,9,Sergio Pérez,8584,9,0.933333333,1
3319,Hungaroring,21,Kevin Magnussen,7965,10,0.952380952,1
3320,Hungaroring,8,Carlos Sainz,9103,8,0.903846154,1
3321,Hungaroring,9,Carlos Sainz,9453,9,0.903846154,1
3324,Hungaroring,7,Lando Norris,7204,7,0.916666667,1
3325,Hungaroring,8,Lando Norris,7554,8,0.916666667,1
3334,Hungaroring,3,Sebastian Vettel,10250,3,0.955,1
3335,Hungaroring,5,Sebastian Vettel,10614,5,0.955,1
3336,Hungaroring,1,Sebastian Vettel,10985,1,0.955,1
3337,Hungaroring,4,Sebastian Vettel,11349,4,0.955,1
3338,Hungaroring,5,Sebastian Vettel,11720,5,0.955,1
3339,Hungaroring,5,Sebastian Vettel,12070,5,0.955,1
3343,Hungaroring,16,Kimi Räikkönen,12702,17,0.944099379,1
3344,Hungaroring,5,Kimi Räikkönen,13066,5,0.944099379,1
3345,Hungaroring,14,Kimi Räikkönen,13430,14,0.944099379,1
3346,Hungaroring,2,Kimi Räikkönen,13801,2,0.944099379,1
3347,Hungaroring,3,Kimi Räikkönen,14165,3,0.944099379,1
3364,Hungaroring,4,Charles Leclerc,7962,4,0.844444444,1
3365,Hungaroring,6,Charles Leclerc,8312,6,0.844444444,1
3421,Hungaroring,1,Lewis Hamilton,10429,1,0.945273632,1
3422,Hungaroring,22,Lewis Hamilton,10793,21,0.945273632,1
3423,Hungaroring,1,Lewis Hamilton,11157,1,0.945273632,1
3424,Hungaroring,2,Lewis Hamilton,11521,2,0.945273632,1
3425,Hungaroring,4,Lewis Hamilton,11892,4,0.945273632,1
3426,Hungaroring,1,Lewis Hamilton,12256,1,0.945273632,1
3427,Hungaroring,3,Lewis Hamilton,12627,3,0.945273632,1
3428,Hungaroring,1,Lewis Hamilton,12977,1,0.945273632,1
3432,Hungaroring,3,Valtteri Bottas,10198,3,0.965034965,1
3433,Hungaroring,2,Valtteri Bottas,10562,2,0.965034965,1
3434,Hungaroring,2,Valtteri Bottas,10933,2,0.965034965,1
3435,Hungaroring,2,Valtteri Bottas,11283,2,0.965034965,1
3448,Hungaroring,18,Daniel Ricciardo,8429,18,0.942196532,1
3449,Hungaroring,8,Daniel Ricciardo,8793,8,0.942196532,1
3453,Hungaroring,10,Daniil Kvyat,7397,11,0.917525773,1
3454,Hungaroring,12,Daniil Kvyat,8125,12,0.917525773,1
3455,Hungaroring,16,Daniil Kvyat,8496,13,0.917525773,1
3456,Hungaroring,13,Daniil Kvyat,9231,13,0.917525773,1
3457,Hungaroring,12,Carlos Sainz,7633,12,0.903846154,1
3458,Hungaroring,6,Carlos Sainz,7997,6,0.903846154,1
3459,Hungaroring,9,Carlos Sainz,8368,10,0.903846154,1
3460,Hungaroring,9,Max Verstappen,6508,9,0.914285714,1
3461,Hungaroring,6,Pierre Gasly,8208,6,0.93877551,1
3463,Hungaroring,12,Alexander Albon,8534,12,0.956521739,1
3479,Hungaroring,12,Sergio Pérez,8948,13,0.933333333,1
3480,Hungaroring,13,Sergio Pérez,9312,13,0.933333333,1
3481,Hungaroring,13,Sergio Pérez,9676,13,0.933333333,1
3482,Hungaroring,13,Sergio Pérez,10047,14,0.933333333,1
3483,Hungaroring,19,Sergio Pérez,10411,19,0.933333333,1
3484,Hungaroring,11,Esteban Ocon,7621,12,0.923076923,1
3485,Hungaroring,18,Esteban Ocon,7985,18,0.923076923,1
3504,Hungaroring,10,Sergio Pérez,7856,10,0.933333333,1
3505,Hungaroring,14,Sergio Pérez,8220,14,0.933333333,1
3515,Hungaroring,17,Charles Leclerc,7591,17,0.844444444,1
3532,Hungaroring,1,Sebastian Vettel,8430,1,0.955,1
3533,Hungaroring,1,Sebastian Vettel,8794,1,0.955,1
3534,Hungaroring,3,Sebastian Vettel,9158,3,0.955,1
3535,Hungaroring,2,Sebastian Vettel,9522,2,0.955,1
3536,Hungaroring,2,Sebastian Vettel,9886,2,0.955,1
3543,Hungaroring,4,Daniel Ricciardo,9157,4,0.942196532,1
3544,Hungaroring,4,Daniel Ricciardo,9521,4,0.942196532,1
3545,Hungaroring,3,Daniel Ricciardo,9885,3,0.942196532,1
3546,Hungaroring,6,Daniel Ricciardo,10256,6,0.942196532,1
3547,Hungaroring,12,Daniel Ricciardo,10620,12,0.942196532,1
3548,Hungaroring,7,Daniil Kvyat,7761,7,0.917525773,1
3549,Hungaroring,4,Max Verstappen,6872,4,0.914285714,1
3550,Hungaroring,5,Max Verstappen,7243,5,0.914285714,1
3551,Hungaroring,7,Max Verstappen,7607,7,0.914285714,1
3552,Hungaroring,1,Max Verstappen,7978,1,0.914285714,1
3553,Hungaroring,7,Max Verstappen,8328,7,0.914285714,1
3554,Hungaroring,6,Pierre Gasly,8579,6,0.93877551,1
3555,Hungaroring,13,Alexander Albon,8884,13,0.956521739,1
